meter_id,household_id,timestamp,units_consumed
M039,H039,2026-04-18 08:00:00,0.7
M037,H037,2026-04-14 10:00:00,0.075
M025,H025,2026-04-30 18:00:00,0.826
M005,H005,2026-04-15 18:00:00,0.259
M024,H024,2026-04-19 04:00:00,0.227
M031,H031,2026-04-01 21:00:00,0.684
M029,H029,2026-04-28 19:00:00,0.687
M020,H020,2026-04-16 12:00:00,0.241
M001,H001,2026-04-18 04:00:00,0.121
M022,H022,2026-04-14 21:00:00,0.701
M031,H031,2026-04-28 14:00:00,0.207
M020,H020,2026-04-04 16:00:00,0.355
M036,H036,2026-04-23 22:00:00,0.23
M032,H032,2026-04-12 18:00:00,0.622
M010,H010,2026-04-30 21:00:00,0.688
M009,H009,2026-04-28 06:00:00,0.519
M012,H012,2026-04-19 14:00:00,0.223
M024,H024,2026-04-05 22:00:00,0.941
M024,H024,2026-04-23 00:00:00,0.207
M037,H037,2026-04-18 08:00:00,0.178
M003,H003,2026-04-21 16:00:00,0.249
M023,H023,2026-04-29 00:00:00,0.271
M007,H007,2026-04-29 19:00:00,0.346
M040,H040,2026-04-27 18:00:00,0.229
M039,H039,2026-04-14 00:00:00,0.2
M014,H014,2026-04-25 10:00:00,0.357
M031,H031,2026-04-09 14:00:00,0.256
M037,H037,2026-04-18 10:00:00,0.107
M037,H037,2026-04-15 12:00:00,0.108
M025,H025,2026-04-05 04:00:00,0.21
M020,H020,2026-04-12 04:00:00,0.134
M031,H031,2026-04-11 23:00:00,0.296
M023,H023,2026-04-07 14:00:00,0.42
M030,H030,2026-04-07 19:00:00,0.425
M005,H005,2026-04-03 17:00:00,0.205
M016,H016,2026-04-07 07:00:00,0.073
M004,H004,2026-04-16 00:00:00,0.11
M025,H025,2026-04-06 04:00:00,0.224
M006,H006,2026-04-23 22:00:00,0.5
M008,H008,2026-04-06 09:00:00,0.158
M017,H017,2026-04-08 01:00:00,0.067
M031,H031,2026-04-26 06:00:00,0.385
M022,H022,2026-04-09 09:00:00,0.347
M025,H025,2026-04-25 19:00:00,1.089
M005,H005,2026-04-24 15:00:00,0.14
M018,H018,2026-04-29 18:00:00,0.774
M006,H006,2026-04-03 00:00:00,0.204
M013,H013,2026-04-02 04:00:00,0.059
M030,H030,2026-04-11 19:00:00,0.491
M017,H017,2026-04-06 07:00:00,0.192
M029,H029,2026-04-28 17:00:00,0.431
M005,H005,2026-04-26 11:00:00,0.127
M017,H017,2026-04-24 05:00:00,0.102
M028,H028,2026-04-15 05:00:00,0.263
M010,H010,2026-04-23 16:00:00,0.327
M016,H016,2026-04-10 11:00:00,0.039
M031,H031,2026-04-11 21:00:00,0.829
M018,H018,2026-04-23 10:00:00,0.45
M039,H039,2026-04-26 21:00:00,1.227
M006,H006,2026-04-28 19:00:00,0.85
M034,H034,2026-04-18 09:00:00,0.543
M031,H031,2026-04-23 09:00:00,0.281
M035,H035,2026-04-29 20:00:00,1.726
M006,H006,2026-04-11 13:00:00,0.386
M031,H031,2026-04-23 18:00:00,0.629
M011,H011,2026-04-16 19:00:00,0.989
M007,H007,2026-04-03 08:00:00,0.191
M002,H002,2026-04-16 00:00:00,0.219
M026,H026,2026-04-30 14:00:00,0.428
M018,H018,2026-04-04 16:00:00,0.592
M013,H013,2026-04-26 23:00:00,0.119
M040,H040,2026-04-26 19:00:00,0.323
M017,H017,2026-04-16 19:00:00,0.316
M004,H004,2026-04-07 00:00:00,0.117
M035,H035,2026-04-29 04:00:00,0.254
M034,H034,2026-04-22 02:00:00,0.157
M040,H040,2026-04-23 22:00:00,0.21
M025,H025,2026-04-18 12:00:00,0.53
M040,H040,2026-04-14 15:00:00,0.123
M034,H034,2026-04-20 04:00:00,0.168
M040,H040,2026-04-04 19:00:00,0.284
M039,H039,2026-04-23 04:00:00,0.227
M029,H029,2026-04-28 05:00:00,0.225
M009,H009,2026-04-09 18:00:00,1.061
M004,H004,2026-04-19 05:00:00,0.178
M012,H012,2026-04-19 00:00:00,0.158
M014,H014,2026-04-14 23:00:00,0.437
M027,H027,2026-04-30 14:00:00,0.279
M031,H031,2026-04-07 17:00:00,0.387
M007,H007,2026-04-01 00:00:00,0.08
M020,H020,2026-04-27 01:00:00,0.101
M024,H024,2026-04-05 20:00:00,1.261
M020,H020,2026-04-29 15:00:00,0.244
M018,H018,2026-04-06 06:00:00,0.493
M032,H032,2026-04-27 21:00:00,0.762
M001,H001,2026-04-04 18:00:00,0.626
M032,H032,2026-04-05 11:00:00,0.286
M032,H032,2026-04-12 02:00:00,0.133
M006,H006,2026-04-22 04:00:00,0.172
M013,H013,2026-04-03 14:00:00,0.125
M022,H022,2026-04-21 08:00:00,0.409
M036,H036,2026-04-14 01:00:00,0.086
M015,H015,2026-04-02 06:00:00,0.782
M012,H012,2026-04-09 18:00:00,0.413
M036,H036,2026-04-30 16:00:00,0.19
M009,H009,2026-04-17 23:00:00,0.312
M005,H005,2026-04-10 01:00:00,0.058
M023,H023,2026-04-24 13:00:00,0.631
M022,H022,2026-04-21 16:00:00,0.29
M005,H005,2026-04-29 00:00:00,0.084
M030,H030,2026-04-06 10:00:00,0.113
M009,H009,2026-04-15 13:00:00,0.502
M030,H030,2026-04-07 22:00:00,0.273
M033,H033,2026-04-14 06:00:00,0.226
M029,H029,2026-04-20 12:00:00,0.302
M002,H002,2026-04-11 18:00:00,0.744
M014,H014,2026-04-29 15:00:00,0.325
M006,H006,2026-04-22 07:00:00,0.56
M018,H018,2026-04-10 00:00:00,0.216
M035,H035,2026-04-22 20:00:00,1.532
M005,H005,2026-04-25 23:00:00,0.144
M030,H030,2026-04-03 19:00:00,0.439
M009,H009,2026-04-23 15:00:00,0.399
M003,H003,2026-04-23 11:00:00,0.221
M006,H006,2026-04-24 12:00:00,0.341
M035,H035,2026-04-05 18:00:00,1.334
M039,H039,2026-04-23 06:00:00,0.665
M001,H001,2026-04-05 13:00:00,0.251
M015,H015,2026-04-05 18:00:00,1.005
M009,H009,2026-04-26 10:00:00,0.567
M014,H014,2026-04-06 10:00:00,0.453
M040,H040,2026-04-27 12:00:00,0.14
M032,H032,2026-04-15 20:00:00,0.78
M027,H027,2026-04-23 12:00:00,0.277
M003,H003,2026-04-16 22:00:00,0.43
M002,H002,2026-04-09 15:00:00,0.372
M029,H029,2026-04-02 07:00:00,0.547
M038,H038,2026-04-04 21:00:00,0.916
M010,H010,2026-04-07 09:00:00,0.273
M039,H039,2026-04-15 04:00:00,0.214
M007,H007,2026-04-25 02:00:00,0.07
M002,H002,2026-04-21 03:00:00,0.14
M006,H006,2026-04-21 02:00:00,0.118
M035,H035,2026-04-03 11:00:00,0.36
M018,H018,2026-04-01 00:00:00,0.232
M023,H023,2026-04-01 10:00:00,0.443
M027,H027,2026-04-03 02:00:00,0.097
M040,H040,2026-04-10 10:00:00,0.11
M012,H012,2026-04-23 20:00:00,0.626
M016,H016,2026-04-03 03:00:00,0.021
M037,H037,2026-04-07 13:00:00,0.116
M006,H006,2026-04-16 18:00:00,0.699
M013,H013,2026-04-09 00:00:00,0.065
M033,H033,2026-04-19 19:00:00,0.669
M014,H014,2026-04-20 01:00:00,0.208
M034,H034,2026-04-18 17:00:00,0.54
M005,H005,2026-04-05 22:00:00,0.284
M029,H029,2026-04-17 13:00:00,0.298
M028,H028,2026-04-23 22:00:00,0.666
M004,H004,2026-04-20 07:00:00,0.346
M023,H023,2026-04-15 23:00:00,0.491
M029,H029,2026-04-21 08:00:00,0.425
M023,H023,2026-04-07 07:00:00,0.9
M026,H026,2026-04-03 11:00:00,0.433
M022,H022,2026-04-07 11:00:00,0.308
M036,H036,2026-04-30 02:00:00,0.064
M022,H022,2026-04-28 01:00:00,0.142
M004,H004,2026-04-19 09:00:00,0.303
M038,H038,2026-04-02 08:00:00,0.538
M015,H015,2026-04-15 00:00:00,0.208
M022,H022,2026-04-18 05:00:00,0.193
M007,H007,2026-04-14 03:00:00,0.05
M016,H016,2026-04-12 16:00:00,0.061
M007,H007,2026-04-02 06:00:00,0.199
M027,H027,2026-04-27 05:00:00,0.204
M018,H018,2026-04-06 15:00:00,0.462
M038,H038,2026-04-19 02:00:00,0.149
M022,H022,2026-04-03 21:00:00,0.684
M006,H006,2026-04-04 02:00:00,0.112
M031,H031,2026-04-25 01:00:00,0.137
M023,H023,2026-04-10 18:00:00,0.995
M021,H021,2026-04-30 12:00:00,0.271
M001,H001,2026-04-24 03:00:00,0.088
M010,H010,2026-04-03 00:00:00,0.187
M019,H019,2026-04-30 04:00:00,0.177
M040,H040,2026-04-12 23:00:00,0.122
M007,H007,2026-04-01 11:00:00,0.125
M013,H013,2026-04-10 10:00:00,0.146
M022,H022,2026-04-30 12:00:00,0.347
M012,H012,2026-04-01 13:00:00,0.228
M007,H007,2026-04-26 07:00:00,0.314
M038,H038,2026-04-03 23:00:00,0.372
M035,H035,2026-04-20 02:00:00,0.198
M014,H014,2026-04-09 07:00:00,0.514
M002,H002,2026-04-23 16:00:00,0.422
M006,H006,2026-04-22 18:00:00,0.565
M005,H005,2026-04-27 09:00:00,0.169
M007,H007,2026-04-10 08:00:00,0.249
M036,H036,2026-04-19 03:00:00,0.061
M026,H026,2026-04-30 01:00:00,0.187
M004,H004,2026-04-29 11:00:00,0.204
M034,H034,2026-04-27 03:00:00,0.124
M022,H022,2026-04-02 04:00:00,0.147
M035,H035,2026-04-11 15:00:00,0.467
M017,H017,2026-04-14 01:00:00,0.062
M008,H008,2026-04-30 02:00:00,0.033
M015,H015,2026-04-02 17:00:00,0.669
M008,H008,2026-04-28 10:00:00,0.097
M032,H032,2026-04-15 17:00:00,0.443
M021,H021,2026-04-15 05:00:00,0.145
M030,H030,2026-04-30 18:00:00,0.281
M037,H037,2026-04-10 03:00:00,0.037
M014,H014,2026-04-12 02:00:00,0.129
M020,H020,2026-04-06 22:00:00,0.381
M020,H020,2026-04-06 09:00:00,0.303
M016,H016,2026-04-17 16:00:00,0.047
M029,H029,2026-04-29 08:00:00,0.522
M020,H020,2026-04-17 14:00:00,0.171
M033,H033,2026-04-08 02:00:00,0.074
M004,H004,2026-04-17 14:00:00,0.22
M017,H017,2026-04-06 09:00:00,0.144
M012,H012,2026-04-24 21:00:00,0.586
M027,H027,2026-04-05 03:00:00,0.087
M029,H029,2026-04-03 14:00:00,0.278
M006,H006,2026-04-25 11:00:00,0.321
M035,H035,2026-04-02 07:00:00,0.777
M030,H030,2026-04-18 06:00:00,0.231
M026,H026,2026-04-09 02:00:00,0.168
M009,H009,2026-04-05 17:00:00,0.846
M022,H022,2026-04-25 09:00:00,0.404
M013,H013,2026-04-21 22:00:00,0.177
M027,H027,2026-04-23 22:00:00,0.336
M024,H024,2026-04-19 15:00:00,0.446
M002,H002,2026-04-13 17:00:00,0.542
M015,H015,2026-04-18 02:00:00,0.211
M002,H002,2026-04-20 01:00:00,0.18
M019,H019,2026-04-12 12:00:00,0.506
M010,H010,2026-04-21 13:00:00,0.314
M040,H040,2026-04-13 20:00:00,0.317
M012,H012,2026-04-14 16:00:00,0.289
M002,H002,2026-04-11 10:00:00,0.393
M008,H008,2026-04-27 11:00:00,0.098
M009,H009,2026-04-16 22:00:00,1.019
M001,H001,2026-04-03 08:00:00,0.355
M005,H005,2026-04-06 05:00:00,0.094
M006,H006,2026-04-10 19:00:00,0.844
M019,H019,2026-04-05 07:00:00,0.691
M006,H006,2026-04-03 10:00:00,0.26
M038,H038,2026-04-19 12:00:00,0.39
M015,H015,2026-04-06 20:00:00,1.623
M031,H031,2026-04-12 21:00:00,0.6
M012,H012,2026-04-19 23:00:00,0.266
M018,H018,2026-04-27 23:00:00,0.381
M002,H002,2026-04-12 10:00:00,0.402
M008,H008,2026-04-01 00:00:00,0.063
M003,H003,2026-04-04 21:00:00,0.536
M035,H035,2026-04-15 00:00:00,0.198
M020,H020,2026-04-20 12:00:00,0.182
M012,H012,2026-04-07 16:00:00,0.228
M031,H031,2026-04-03 23:00:00,0.263
M003,H003,2026-04-15 07:00:00,0.331
M011,H011,2026-04-07 03:00:00,0.136
M038,H038,2026-04-24 06:00:00,0.471
M019,H019,2026-04-06 00:00:00,0.27
M036,H036,2026-04-25 04:00:00,0.073
M021,H021,2026-04-25 14:00:00,0.27
M004,H004,2026-04-02 10:00:00,0.191
M024,H024,2026-04-30 03:00:00,0.168
M005,H005,2026-04-18 04:00:00,0.068
M024,H024,2026-04-30 04:00:00,0.219
M039,H039,2026-04-01 16:00:00,0.492
M008,H008,2026-04-06 19:00:00,0.268
M005,H005,2026-04-16 01:00:00,0.056
M007,H007,2026-04-04 18:00:00,0.432
M004,H004,2026-04-17 20:00:00,0.639
M030,H030,2026-04-14 09:00:00,0.195
M002,H002,2026-04-29 20:00:00,0.863
M014,H014,2026-04-02 17:00:00,0.737
M033,H033,2026-04-08 22:00:00,0.416
M019,H019,2026-04-18 04:00:00,0.226
M034,H034,2026-04-16 09:00:00,0.367
M022,H022,2026-04-16 04:00:00,0.133
M009,H009,2026-04-29 06:00:00,0.702
M014,H014,2026-04-26 08:00:00,0.735
M028,H028,2026-04-28 20:00:00,0.915
M017,H017,2026-04-12 05:00:00,0.103
M031,H031,2026-04-25 05:00:00,0.196
M004,H004,2026-04-17 11:00:00,0.179
M037,H037,2026-04-01 03:00:00,0.025
M001,H001,2026-04-19 00:00:00,0.156
M026,H026,2026-04-30 13:00:00,0.487
M025,H025,2026-04-14 13:00:00,0.421
M001,H001,2026-04-02 08:00:00,
M007,H007,2026-04-16 09:00:00,0.163
M040,H040,2026-04-22 16:00:00,
M028,H028,2026-04-10 01:00:00,0.178
M021,H021,2026-04-30 23:00:00,0.172
M030,H030,2026-04-06 16:00:00,0.148
M030,H030,2026-04-25 08:00:00,0.224
M018,H018,2026-04-16 03:00:00,0.183
M002,H002,2026-04-24 19:00:00,0.939
M002,H002,2026-04-22 10:00:00,0.368
M040,H040,2026-04-09 05:00:00,0.09
M008,H008,2026-04-16 15:00:00,0.084
M013,H013,2026-04-10 21:00:00,0.272
M028,H028,2026-04-10 21:00:00,0.903
M031,H031,2026-04-10 23:00:00,0.272
M010,H010,2026-04-22 14:00:00,0.273
M008,H008,2026-04-28 08:00:00,0.172
M039,H039,2026-04-02 06:00:00,0.618
M036,H036,2026-04-28 16:00:00,0.164
M016,H016,2026-04-02 12:00:00,0.047
M008,H008,2026-04-13 11:00:00,0.118
M001,H001,2026-04-10 20:00:00,0.51
M021,H021,2026-04-17 12:00:00,0.179
M034,H034,2026-04-30 22:00:00,0.637
M038,H038,2026-04-22 15:00:00,0.384
M023,H023,2026-04-09 14:00:00,0.417
M029,H029,2026-04-16 09:00:00,0.314
M023,H023,2026-04-19 11:00:00,0.441
M007,H007,2026-04-29 02:00:00,0.061
M007,H007,2026-04-02 09:00:00,0.144
M022,H022,2026-04-01 07:00:00,0.461
M018,H018,2026-04-21 18:00:00,1.108
M003,H003,2026-04-30 19:00:00,0.625
M008,H008,2026-04-16 05:00:00,0.095
M023,H023,2026-04-02 19:00:00,1.161
M014,H014,2026-04-03 08:00:00,0.651
M013,H013,2026-04-30 19:00:00,0.332
M001,H001,2026-04-08 20:00:00,0.575
M012,H012,2026-04-30 15:00:00,0.246
M010,H010,2026-04-27 04:00:00,0.145
M035,H035,2026-04-10 08:00:00,0.672
M001,H001,2026-04-16 02:00:00,0.103
M009,H009,2026-04-03 16:00:00,0.425
M023,H023,2026-04-22 10:00:00,0.403
M027,H027,2026-04-05 08:00:00,0.429
M029,H029,2026-04-18 18:00:00,0.651
M011,H011,2026-04-28 00:00:00,0.174
M015,H015,2026-04-11 14:00:00,
M025,H025,2026-04-25 00:00:00,0.287
M040,H040,2026-04-04 21:00:00,0.267
M021,H021,2026-04-16 05:00:00,0.149
M025,H025,2026-04-09 04:00:00,0.168
M023,H023,2026-04-20 03:00:00,0.192
M005,H005,2026-04-02 13:00:00,0.183
M025,H025,2026-04-28 18:00:00,0.944
M008,H008,2026-04-23 09:00:00,0.118
M029,H029,2026-04-08 00:00:00,0.152
M013,H013,2026-04-22 05:00:00,0.103
M018,H018,2026-04-08 08:00:00,0.639
M038,H038,2026-04-04 03:00:00,0.168
M016,H016,2026-04-08 03:00:00,0.012
M036,H036,2026-04-16 20:00:00,0.415
M023,H023,2026-04-08 12:00:00,0.543
M003,H003,2026-04-19 09:00:00,0.337
M029,H029,2026-04-06 01:00:00,0.131
M039,H039,2026-04-11 07:00:00,0.82
M031,H031,2026-04-20 09:00:00,-0.273
M033,H033,2026-04-27 19:00:00,0.503
M021,H021,2026-04-28 18:00:00,0.516
M029,H029,2026-04-30 23:00:00,0.28
M022,H022,2026-04-07 19:00:00,0.731
M038,H038,2026-04-22 19:00:00,0.951
M015,H015,2026-04-20 11:00:00,0.476
M017,H017,2026-04-28 06:00:00,0.153
M006,H006,2026-04-28 03:00:00,0.111
M028,H028,2026-04-04 09:00:00,0.366
M003,H003,2026-04-14 01:00:00,0.097
M040,H040,2026-04-19 06:00:00,0.16
M037,H037,2026-04-26 04:00:00,0.042
M007,H007,2026-04-26 03:00:00,
M020,H020,2026-04-27 20:00:00,0.755
M026,H026,2026-04-14 06:00:00,0.569
M031,H031,2026-04-13 19:00:00,0.708
M007,H007,2026-04-28 09:00:00,0.187
M023,H023,2026-04-19 02:00:00,0.226
M012,H012,2026-04-26 06:00:00,0.333
M021,H021,2026-04-06 23:00:00,0.203
M008,H008,2026-04-05 23:00:00,0.089
M001,H001,2026-04-28 22:00:00,0.451
M007,H007,2026-04-26 11:00:00,0.149
M027,H027,2026-04-19 15:00:00,0.309
M016,H016,2026-04-25 04:00:00,0.021
M008,H008,2026-04-03 17:00:00,
M015,H015,2026-04-27 04:00:00,0.233
M037,H037,2026-04-21 20:00:00,0.2
M014,H014,2026-04-26 01:00:00,0.232
M017,H017,2026-04-09 10:00:00,0.115
M024,H024,2026-04-19 12:00:00,0.505
M029,H029,2026-04-07 01:00:00,0.106
M025,H025,2026-04-08 13:00:00,-0.542
M029,H029,2026-04-08 09:00:00,0.354
M038,H038,2026-04-06 04:00:00,0.162
M034,H034,2026-04-20 13:00:00,0.577
M006,H006,2026-04-17 10:00:00,0.313
M008,H008,2026-04-30 22:00:00,0.195
M001,H001,2026-04-01 14:00:00,0.242
M022,H022,2026-04-23 04:00:00,0.15
M015,H015,2026-04-06 14:00:00,0.454
M026,H026,2026-04-24 06:00:00,0.562
M012,H012,2026-04-01 00:00:00,0.125
M034,H034,2026-04-14 14:00:00,0.322
M005,H005,2026-04-24 16:00:00,0.14
M013,H013,2026-04-29 12:00:00,0.189
M017,H017,2026-04-02 03:00:00,0.054
M013,H013,2026-04-05 01:00:00,0.085
M024,H024,2026-04-23 04:00:00,0.228
M025,H025,2026-04-01 03:00:00,0.21
M011,H011,2026-04-27 19:00:00,0.902
M031,H031,2026-04-14 10:00:00,0.249
M018,H018,2026-04-23 05:00:00,0.392
M009,H009,2026-04-30 07:00:00,0.9
M004,H004,2026-04-25 23:00:00,0.238
M039,H039,2026-04-07 00:00:00,0.258
M016,H016,2026-04-30 19:00:00,0.117
M023,H023,2026-04-18 06:00:00,0.789
M015,H015,2026-04-23 03:00:00,0.139
M034,H034,2026-04-25 20:00:00,1.557
M037,H037,2026-04-15 03:00:00,0.03
M004,H004,2026-04-23 01:00:00,0.072
M029,H029,2026-04-22 01:00:00,0.135
M032,H032,2026-04-29 11:00:00,0.3
M028,H028,2026-04-29 03:00:00,0.124
M024,H024,2026-04-12 10:00:00,0.415
M038,H038,2026-04-05 07:00:00,0.586
M034,H034,2026-04-28 21:00:00,0.842
M004,H004,2026-04-21 12:00:00,0.26
M021,H021,2026-04-16 19:00:00,0.54
M034,H034,2026-04-05 09:00:00,0.536
M021,H021,2026-04-23 17:00:00,0.285
M030,H030,2026-04-21 06:00:00,0.173
M006,H006,2026-04-14 08:00:00,0.485
M002,H002,2026-04-01 08:00:00,0.489
M011,H011,2026-04-27 12:00:00,0.358
M037,H037,2026-04-22 04:00:00,0.043
M026,H026,2026-04-23 04:00:00,0.159
M025,H025,2026-04-13 13:00:00,0.605
M031,H031,2026-04-06 15:00:00,0.237
M035,H035,2026-04-24 03:00:00,0.182
M024,H024,2026-04-13 12:00:00,0.418
M007,H007,2026-04-07 21:00:00,0.35
M021,H021,2026-04-04 22:00:00,0.514
M026,H026,2026-04-14 19:00:00,1.077
M008,H008,2026-04-17 13:00:00,0.124
M008,H008,2026-04-27 05:00:00,0.089
M003,H003,2026-04-18 03:00:00,0.098
M038,H038,2026-04-08 19:00:00,0.911
M015,H015,2026-04-03 07:00:00,0.829
M012,H012,2026-04-29 19:00:00,0.548
M015,H015,2026-04-08 19:00:00,1.29
M015,H015,2026-04-03 23:00:00,0.491
M009,H009,2026-04-07 12:00:00,0.554
M022,H022,2026-04-28 18:00:00,0.667
M023,H023,2026-04-16 17:00:00,0.811
M003,H003,2026-04-18 20:00:00,0.687
M031,H031,2026-04-15 21:00:00,0.692
M003,H003,2026-04-06 09:00:00,0.202
M017,H017,2026-04-23 06:00:00,0.113
M019,H019,2026-04-11 18:00:00,0.886
M038,H038,2026-04-24 04:00:00,0.148
M023,H023,2026-04-20 04:00:00,0.218
M039,H039,2026-04-27 10:00:00,0.436
M039,H039,2026-04-07 09:00:00,0.454
M019,H019,2026-04-30 09:00:00,0.445
M035,H035,2026-04-24 13:00:00,0.522
M003,H003,2026-04-04 17:00:00,0.412
M014,H014,2026-04-02 14:00:00,0.38
M004,H004,2026-04-13 21:00:00,0.488
M013,H013,2026-04-28 11:00:00,0.134
M006,H006,2026-04-07 07:00:00,0.485
M034,H034,2026-04-02 21:00:00,0.933
M006,H006,2026-04-21 22:00:00,0.476
M013,H013,2026-04-22 14:00:00,0.116
M001,H001,2026-04-29 03:00:00,0.096
M017,H017,2026-04-28 23:00:00,0.131
M035,H035,2026-04-30 11:00:00,0.389
M014,H014,2026-04-13 05:00:00,0.362
M006,H006,2026-04-09 20:00:00,0.82
M012,H012,2026-04-27 05:00:00,0.203
M031,H031,2026-04-15 20:00:00,0.793
M007,H007,2026-04-20 10:00:00,0.123
M020,H020,2026-04-07 17:00:00,0.375
M027,H027,2026-04-20 22:00:00,0.416
M006,H006,2026-04-09 13:00:00,0.24
M032,H032,2026-04-27 14:00:00,0.272
M020,H020,2026-04-10 14:00:00,0.244
M018,H018,2026-04-06 20:00:00,1.219
M030,H030,2026-04-10 06:00:00,0.224
M035,H035,2026-04-17 11:00:00,0.474
M035,H035,2026-04-07 20:00:00,1.169
M019,H019,2026-04-17 22:00:00,0.696
M024,H024,2026-04-28 18:00:00,0.844
M027,H027,2026-04-01 00:00:00,0.138
M010,H010,2026-04-15 12:00:00,0.309
M024,H024,2026-04-06 13:00:00,0.479
M009,H009,2026-04-08 16:00:00,0.631
M007,H007,2026-04-11 21:00:00,0.478
M028,H028,2026-04-12 23:00:00,0.397
M016,H016,2026-04-13 02:00:00,0.016
M005,H005,2026-04-30 18:00:00,0.263
M005,H005,2026-04-25 12:00:00,0.202
M008,H008,2026-04-15 22:00:00,0.148
M016,H016,2026-04-11 11:00:00,0.045
M010,H010,2026-04-01 17:00:00,0.478
M013,H013,2026-04-13 20:00:00,0.356
M020,H020,2026-04-19 13:00:00,0.302
M015,H015,2026-04-26 07:00:00,0.855
M018,H018,2026-04-01 05:00:00,0.383
M006,H006,2026-04-05 05:00:00,0.24
M034,H034,2026-04-02 12:00:00,0.439
M020,H020,2026-04-02 22:00:00,0.505
M025,H025,2026-04-29 17:00:00,0.669
M013,H013,2026-04-07 11:00:00,0.146
M023,H023,2026-04-29 23:00:00,0.37
M016,H016,2026-04-21 23:00:00,0.028
M003,H003,2026-04-08 19:00:00,0.695
M030,H030,2026-04-24 02:00:00,-0.065
M012,H012,2026-04-20 03:00:00,0.103
M007,H007,2026-04-30 07:00:00,0.23
M031,H031,2026-04-21 05:00:00,0.224
M003,H003,2026-04-24 21:00:00,0.541
M007,H007,2026-04-24 20:00:00,0.38
M026,H026,2026-04-17 03:00:00,0.163
M038,H038,2026-04-28 23:00:00,0.294
M012,H012,2026-04-11 03:00:00,0.104
M024,H024,2026-04-29 15:00:00,0.382
M001,H001,2026-04-18 01:00:00,
M037,H037,2026-04-16 01:00:00,0.042
M022,H022,2026-04-03 20:00:00,0.945
M037,H037,2026-04-15 11:00:00,0.077
M024,H024,2026-04-28 06:00:00,0.534
M031,H031,2026-04-08 07:00:00,0.429
M004,H004,2026-04-19 03:00:00,0.078
M030,H030,2026-04-27 03:00:00,0.062
M015,H015,2026-04-21 13:00:00,0.534
M020,H020,2026-04-12 13:00:00,0.284
M038,H038,2026-04-28 09:00:00,0.386
M026,H026,2026-04-17 08:00:00,0.845
M033,H033,2026-04-08 11:00:00,0.185
M004,H004,2026-04-01 02:00:00,0.087
M020,H020,2026-04-07 08:00:00,0.447
M036,H036,2026-04-16 15:00:00,0.147
M012,H012,2026-04-24 14:00:00,0.205
M029,H029,2026-04-19 09:00:00,0.35
M020,H020,2026-04-21 23:00:00,0.239
M009,H009,2026-04-01 13:00:00,0.623
M035,H035,2026-04-20 04:00:00,0.259
M027,H027,2026-04-29 03:00:00,0.076
M012,H012,2026-04-24 10:00:00,0.213
M038,H038,2026-04-15 05:00:00,0.238
M025,H025,2026-04-11 23:00:00,0.423
M012,H012,2026-04-27 12:00:00,0.239
M031,H031,2026-04-20 12:00:00,0.311
M040,H040,2026-04-11 04:00:00,0.06
M001,H001,2026-04-18 09:00:00,0.367
M018,H018,2026-04-14 21:00:00,0.927
M013,H013,2026-04-26 04:00:00,0.072
M038,H038,2026-04-25 23:00:00,0.349
M011,H011,2026-04-19 13:00:00,0.561
M025,H025,2026-04-02 19:00:00,1.234
M017,H017,2026-04-05 04:00:00,0.073
M008,H008,2026-04-24 12:00:00,0.124
M038,H038,2026-04-04 09:00:00,0.469
M038,H038,2026-04-22 23:00:00,0.279
M032,H032,2026-04-16 10:00:00,0.252
M005,H005,2026-04-05 18:00:00,0.298
M034,H034,2026-04-02 01:00:00,0.197
M004,H004,2026-04-08 02:00:00,0.067
M002,H002,2026-04-07 16:00:00,0.437
M007,H007,2026-04-20 02:00:00,0.058
M038,H038,2026-04-12 18:00:00,0.681
M017,H017,2026-04-11 06:00:00,0.198
M031,H031,2026-04-07 19:00:00,0.791
M025,H025,2026-04-04 01:00:00,0.278
M034,H034,2026-04-10 08:00:00,0.539
M033,H033,2026-04-21 01:00:00,0.102
M015,H015,2026-04-17 04:00:00,0.216
M036,H036,2026-04-18 15:00:00,0.178
M034,H034,2026-04-04 01:00:00,0.204
M006,H006,2026-04-30 10:00:00,0.301
M018,H018,2026-04-12 11:00:00,0.526
M024,H024,2026-04-11 15:00:00,0.386
M007,H007,2026-04-05 11:00:00,0.14
M034,H034,2026-04-05 21:00:00,1.128
M009,H009,2026-04-01 23:00:00,0.43
M008,H008,2026-04-13 20:00:00,0.331
M029,H029,2026-04-02 02:00:00,0.103
M001,H001,2026-04-07 01:00:00,0.109
M012,H012,2026-04-04 23:00:00,0.273
M034,H034,2026-04-12 11:00:00,0.362
M006,H006,2026-04-16 09:00:00,0.307
M035,H035,2026-04-30 05:00:00,0.358
M006,H006,2026-04-16 02:00:00,0.124
M007,H007,2026-04-15 16:00:00,0.187
M010,H010,2026-04-28 12:00:00,0.271
M007,H007,2026-04-22 06:00:00,0.172
M039,H039,2026-04-16 22:00:00,0.883
M005,H005,2026-04-18 19:00:00,0.437
M038,H038,2026-04-25 22:00:00,0.59
M015,H015,2026-04-23 11:00:00,0.453
M004,H004,2026-04-11 19:00:00,0.435
M025,H025,2026-04-04 14:00:00,0.38
M031,H031,2026-04-02 13:00:00,0.299
M014,H014,2026-04-05 22:00:00,1.129
M016,H016,2026-04-01 11:00:00,0.039
M035,H035,2026-04-17 21:00:00,0.882
M003,H003,2026-04-02 20:00:00,0.683
